id,water_bill,barrel,barrel_num,yard_size,home_garden,home_garden_num,attitude_env,temperature
425,250.09735479675558,No barrel,0,29013,No home garden,0,5,70.4
426,238.94859517122535,Barrel,1,28754,No home garden,0,1,64.2
427,258.6942490485036,Barrel,1,33999,No home garden,0,3,72.7
428,159.62586614999853,No barrel,0,4514,No home garden,0,5,68.4
429,233.18494274707038,No barrel,0,28854,No home garden,0,5,68.9
430,226.183135681931,Barrel,1,32674,Home garden,1,8,70
431,221.20488126186495,Barrel,1,25658,No home garden,0,1,68.7
432,208.2882223436398,No barrel,0,9121,No home garden,0,3,73.3
433,206.1662667981408,Barrel,1,20175,No home garden,0,7,70.4
434,293.2844448403561,No barrel,0,33906,No home garden,0,4,74.1
435,260.72900190531175,No barrel,0,14747,No home garden,0,2,72.7
436,202.97534981905477,Barrel,1,27357,Home garden,1,7,76.3
437,240.17439903285342,No barrel,0,19782,No home garden,0,3,66.7
438,155.14162004355012,Barrel,1,3006,No home garden,0,9,75.6
439,157.45750719776314,Barrel,1,4741,No home garden,0,5,64.4
440,186.62536801995248,No barrel,0,6697,Home garden,1,10,65.7
441,184.81875796752198,Barrel,1,19251,No home garden,0,7,66.5
442,178.85078564769597,Barrel,1,16104,No home garden,0,7,65.7
443,203.9886033262811,No barrel,0,4106,No home garden,0,6,74.2
444,164.36819870577847,Barrel,1,11793,No home garden,0,2,64.3
445,177.07618717872765,No barrel,0,11378,No home garden,0,9,72.8
446,184.4616439341302,Barrel,1,14103,No home garden,0,2,67.7
447,250.93658362917392,No barrel,0,30836,No home garden,0,5,71.4
448,217.09851511713725,No barrel,0,20782,Home garden,1,7,70.2
449,207.96858199496793,Barrel,1,31260,Home garden,1,9,73.8
450,190.13487334529398,Barrel,1,20661,No home garden,0,2,71.4
451,186.14205612888549,Barrel,1,13977,No home garden,0,4,68.8
452,226.81665168181425,No barrel,0,17355,No home garden,0,2,70.2
453,198.9320924514924,No barrel,0,21482,Home garden,1,8,66.8
454,119.7060089813922,Barrel,1,13677,No home garden,0,8,65.2
455,229.92610702866637,Barrel,1,26645,No home garden,0,4,74.4
456,180.0551463445998,Barrel,1,11934,No home garden,0,4,66.3
457,201.92795773625824,Barrel,1,21117,No home garden,0,5,68.5
458,241.85969177688546,No barrel,0,22077,No home garden,0,3,64
459,158.09406957685576,Barrel,1,16688,No home garden,0,6,64.9
460,244.46597839606335,No barrel,0,38528,Home garden,1,6,59.5
461,239.80252550891612,Barrel,1,18839,No home garden,0,3,76.2
462,237.47255153235957,Barrel,1,31148,No home garden,0,4,78
463,224.5979057392835,No barrel,0,17226,No home garden,0,5,72
464,131.08335296726764,Barrel,1,3494,No home garden,0,5,62.7
465,152.13018517619838,Barrel,1,19242,No home garden,0,8,65.9
466,217.9919510407106,No barrel,0,17631,No home garden,0,5,77.8
467,99.63409547638196,Barrel,1,7341,No home garden,0,6,54.3
468,246.40420019772915,No barrel,0,36758,Home garden,1,6,71.6
469,159.7726154273728,Barrel,1,16308,No home garden,0,3,61.5
470,216.94594588640095,No barrel,0,12537,No home garden,0,5,67.3
471,178.75039076176597,No barrel,0,3592,No home garden,0,6,72.2
472,204.05030604456053,No barrel,0,13035,No home garden,0,3,68.4
473,267.06160772908237,Barrel,1,32190,Home garden,1,6,81.8
474,197.11860104411127,Barrel,1,18444,No home garden,0,4,66.3
475,244.41467692777843,No barrel,0,33438,Home garden,1,5,73.8
476,281.83267088186716,No barrel,0,33103,No home garden,0,2,70.7
477,216.74488574552055,Barrel,1,21262,No home garden,0,2,66.9
478,153.14057105683824,Barrel,1,17543,No home garden,0,6,63.1
479,185.92176297090998,Barrel,1,18878,No home garden,0,4,61.2
480,245.79043777038495,No barrel,0,20398,No home garden,0,2,60.3
481,236.06952929133064,No barrel,0,33642,Home garden,1,7,59.4
482,269.57424898715306,No barrel,0,37338,Home garden,1,6,67.4
483,245.81532015467488,No barrel,0,27251,No home garden,0,6,66.5
484,170.20973419838154,Barrel,1,24893,No home garden,0,6,65.6
485,267.52587960837457,No barrel,0,19375,No home garden,0,2,70.9
486,256.15478533731033,Barrel,1,28103,No home garden,0,4,82.1
487,212.33248892135202,No barrel,0,15588,Home garden,1,8,72.2
488,202.82707835844707,Barrel,1,25928,No home garden,0,5,68.7
489,250.38090485749473,No barrel,0,31002,No home garden,0,4,60.9
490,179.9562383570123,Barrel,1,8360,No home garden,0,5,71
491,182.1473995860035,Barrel,1,20315,No home garden,0,7,66.5
492,189.84419357518874,Barrel,1,21202,Home garden,1,10,74.5
493,179.32506907344168,Barrel,1,17548,No home garden,0,6,71.3
