incident_date,airport_id,operator_id,operator,aircraft,species,damage,cost_repairs,remains_collected,remains_sent,incident_month,incident_year,time_of_day,time,runway,height,speed,phase_of_flight,ingested,effect,effect_other,sky,precipitation,birds_seen,birds_struck,size,warned,remarks,number_injuries,number_fatalities,damage_level
2010-11-28,KATL ,DAL,(DAL) DELTA AIR LINES,A-319,Unknown bird - small,N,,FALSE,FALSE,11,2010,Dawn,07:05,8L,800,,Approach,FALSE,,,No Cloud,None,1,1,Small,Yes,PILOT REPTD NO DMG.,,,1
2010-11-28,KATL ,DAL,(DAL) DELTA AIR LINES,MD-87,Unknown bird - small,,,FALSE,FALSE,11,2010,Day,09:44,8L,300,,Approach,FALSE,None,,No Cloud,None,2-10,2-10,Small,Yes,,,,0
2010-11-02,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,Pied-billed grebe,M?,,TRUE,FALSE,11,2010,Day,13:10,9R,,,Approach,FALSE,,,Overcast,None,1,1,Medium,Yes,"DMG TO NOSE COWLING, RADOME AND RADAR. (DATA ENTRY NOTE: REMAINS CHECKED AS BEING SENT TO SMITHSONIAN, BUT WERE NOT RECEIVED). ID NOT 100% CERTAIN.",,,3
2010-11-08,KATL ,FDX,(FDX) FEDEX EXPRESS,DC-10-10,Unknown bird - small,N,,FALSE,FALSE,11,2010,Night,22:55,26L,10,,Climb,FALSE,None,,,,,1,Small,Unknown,NO DMG NOTED.,,,1
2010-12-08,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Mourning dove,,,TRUE,FALSE,12,2010,Dusk,17:45,26L,0,,Take-off Run,FALSE,None,,Overcast,None,,2-10,Small,Yes,,,,0
2010-12-23,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Cooper's hawk,,,TRUE,FALSE,12,2010,,,26L,,,,FALSE,,,,,,1,Medium,Unknown,OBSERVED AND REMVD A PEREGRINE FALCON FROM RWY 26L AT TWY CHARLIE. BIRD WAS S OF RWY C/L. 1330 PM DAY. SPECIES WAS REVISED TO COOPER'S HAWK IN 2014),,,0
2010-12-29,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Great horned owl,,,TRUE,FALSE,12,2010,,,26L,,,,FALSE,,,,,,1,Large,Unknown,OWL FOUND NEAR BLAST PAD FOR RWY 26L. BIRD FROZEN WHEN FOUND INDICATING STRIKE OCCURRED AT EARLIER TIME/DATE. 0810 AM DAY.,,,0
2011-01-19,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,Red-tailed hawk,N,,TRUE,FALSE,1,2011,Dusk,18:05,28,0,,Landing Roll,FALSE,None,,Some Cloud,None,,1,Medium,Yes,PILOT REPTD TO ATC NO DMG TO A/C. BIRD RECVD INTACT.,,,1
2011-01-28,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,European starling,M?,,FALSE,FALSE,1,2011,Day,,27R,0,145,Take-off Run,FALSE,Precautionary Landing,,No Cloud,None,1,1,Small,Yes,,,,3
2011-03-02,KATL ,UPS,(UPS) UPS AIRLINES,A-300,Barn owl,N,,TRUE,FALSE,3,2011,Night,22:02,8R,0,157,Take-off Run,FALSE,None,,No Cloud,None,1,1,Small,No,ATCT REPTD A BIRDSTRIKE ON RWY 8R ABOUT 3/4 DOWN THE RWY. UPS 1305 HIT A BIRD IMMEDIATELY AFTER T/O. PS FOUND CARCASS ON CENTERLINE JUST W OF TWY E-11. AIRLINE REPORTS HIT RADOME AT LIFTOFF. NO DMG. SAW SOME BLLOD ON ARRIVAL AT SDF.,,,1
2010-03-13,KATL ,FDX,(FDX) FEDEX EXPRESS,DC-10-10,Unknown bird,N,,FALSE,FALSE,3,2010,Night,04:15,8L,50,,Approach,FALSE,None,,,,,1,,Unknown,NO DMG NOTED.,,,1
2011-03-08,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Unknown bird,N,,FALSE,FALSE,3,2011,Night,19:04,9R,,,Approach,FALSE,None,,Overcast,None,,1,,Unknown,AT 1904 ATCT ADVISED OPS THAT DAL FLT 2618 REPTD STRIKING A BIRD IN LANDING FLARE AT THE APRCH END OF RWY 9R. ATCT ADVISED THAT THE PILOT REPTD EVIDENCE OF THE BIRDSTRIKE ON NOSE CONE. NO DMG TO A/C. OPS INSPECTED APRCH END OF RWY 9R BUT FOUND NO REMAINS.,,,1
2010-08-06,KATL ,FDX,(FDX) FEDEX EXPRESS,A-300,Unknown bird,N,,FALSE,FALSE,8,2010,Night,00:25,26R,200,,Approach,FALSE,None,,,,,1,,Unknown,NO DMG NOTED.,,,1
2011-04-24,KATL ,ASH,(ASH) MESA AIRLINES,CRJ700,Unknown bird - small,N,,FALSE,FALSE,4,2011,Night,23:45,,1500,140,Approach,FALSE,,,,,1,1,Small,Unknown,"HEARD A LOUD ""THUD"" DURING FINAL APRCH. F/O IMMED NOTICED A SMEAR ON HIS WINDSHIELD. DID QUICK INSPN OF WINDSHIELD AND CONCLUDED A BIRDSTRIKE. DID NOT NOTICE ANY DMG TO WINDSHIELD AND CONT TO RWY. POSTFLT INSPN INDICATED NO DMG TO WINDSHIELD AND A/C. CALLED MX CONTROL. SPEED REPTD AS 135-145, TOOK AVG. INCIDENT ID 14299.",,,1
2011-04-25,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,European starling,N,,FALSE,FALSE,4,2011,Day,08:55,8L,,,Approach,FALSE,None,,No Cloud,None,1,1,Small,Yes,PILOT INTERVIEWED BY ARPT OPS. PILOT PLANS TO SUBMIT 5200-7 ALSO. LOCATION REPTD AS 3 NM W KATL.,,,1
2011-04-13,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Red-tailed hawk,,,TRUE,FALSE,4,2011,,,26L,,,,FALSE,,,,,,1,Medium,Unknown,IMMATURE RTH FOUND NEARLY SEVERED AT MIDPT ON TWY VICTOR. 0900 AM DAY.,,,0
2011-04-25,KATL ,UPS,(UPS) UPS AIRLINES,B-757-200,Unknown bird - small,N,,FALSE,FALSE,4,2011,Night,23:21,,0,125,Take-off Run,FALSE,None,,,,1,1,Small,Yes,NO DMG TO A/C. NO INJURIES. UPS EVENT REPT 31244.,,,1
2011-04-10,KATL ,TRS,(TRS) AIRTRAN AIRWAYS,B-717-200,Coyote,N,,TRUE,FALSE,4,2011,Night,20:50,28,0,,Landing Roll,FALSE,None,,No Cloud,None,,1,Large,Yes,NO DMG TO A/C. PILOT REPTD HITTING COYOTE WITH INNER MAIN TIRE. REMAINS FOUND 2000 FT FROM APRCH END.,,,1
2011-04-10,KATL ,AWE,(AWE) US AIRWAYS,A-319,Unknown bird - small,N,,FALSE,FALSE,4,2011,Night,23:10,26R,3700,190,Approach,FALSE,None,,No Cloud,None,,1,Small,Unknown,,,,1
2011-04-29,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Barn swallow,N,,TRUE,TRUE,4,2011,Day,10:20,28,0,156,Take-off Run,FALSE,None,,Some Cloud,None,1,1,Small,Yes,"ID BY SMITHSONIAN. CAPT STATES: UPON LIFT OFF RWY 28 KATL, HE SAW AND STRUCK ONE SMALL BIRD ON UPPER RT NOSE SECTION OF A/C. FLT CONT TO KLGA WITH NO INCIDENT. DAL A/C MX AT KLGA PERFORMED BIRDSTRIKE INSPN AND FOUND NO DEFECTS.",,,1
2011-04-23,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,Unknown bird - small,N,,FALSE,FALSE,4,2011,Night,23:14,,0,,Take-off Run,FALSE,None,,No Cloud,None,,1,Small,No,"VERY SMALL BIRD. NO DMG REPTD. REPTD TO HAPPEN LEAVING KATL, ASSUME T/O OR CLIMB.",,,1
2011-05-09,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird - large,M,,FALSE,FALSE,5,2011,Day,10:30,8R,10100,250,Climb,TRUE,Precautionary Landing,EMERGENCY DECLARED,No Cloud,None,1,1,Large,No,HIT #1 ENG DIRECTLY IN CENTER OF ENG. MITIGATING THE EXTENT OF DAMAGE. ENG DID ROLL BACK TO IDLE AND WAS OPERATED AT IDLE THE REST OF THE FLT. MX CONFIRMED INGESTION. ONLY DMG WAS A SML DENT ON THE INTAKE CONE. NO REMAINS COLLECTED. REPLACEMENT A/C REACHED DESTINATION WITH A DELAY OF 2 HRS.,,,2
2011-05-15,KATL ,DAL,(DAL) DELTA AIR LINES,B-767-300,Rock pigeon,N,,TRUE,FALSE,5,2011,Day,14:00,28,0,125,Landing Roll,FALSE,None,,Overcast,None,2-10,1,Small,No,PILOT ADVISED THAT PIGEON STRUCK RT SIDE PITOT TUBE. PIGEON REMOVED FROM RWY 28 NEAR SG14. NO DMG.,,,1
2011-05-26,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Virginia opossum,,,TRUE,FALSE,5,2011,,,28,,,,FALSE,,,,,,1,Large,Unknown,0645 AM DAY.,,,0
2011-05-31,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Green heron,,,TRUE,TRUE,5,2011,,,28,,,,FALSE,,,,,,1,Small,Unknown,"ID BY SMITHSONIAN. FOUND REMAINS ON RWY 28 DURING INSPN.PHOTOS EMAILED TO C DOVE AT S.I., REMAINS AVAIL FOR ID IF NEEDED. NO RETPD STRIKE BUT NOTED THAT TRS 845 HAD REPTD A BIRDSTRIKE THE PREVIOUS DAY ON THE SAME RWY WITH NO REMAINS FOUND. 0720 AM DAY.",,,0
2011-05-14,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Cedar waxwing,N,,TRUE,TRUE,5,2011,,,27L,,,Approach,FALSE,,,Overcast,None,,1,Small,Unknown,ID BY SMITHSONIAN. REMAINS RECVRD FROM NOSE GEAR ASSEMBLY. FLT CREW EXPECTED TO FILE REPT AS WELL.,,,1
2011-06-07,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,European starling,N,,TRUE,FALSE,6,2011,Day,08:30,10,0,,Landing Roll,TRUE,,,Some Cloud,None,11-100,11-100,Small,Yes,#1 ENG INGESTED STARLINGS. FEATHERS FOUND IN ENG. DAL MX ADVISED NO DMG TO A/C.,,,1
2011-06-23,KATL ,BTA,(BTA) EXPRESSJET (CONTINENTAL EXPRS),EMB-145,European starling,N,,TRUE,TRUE,6,2011,Dawn,,26L,0,100,Take-off Run,FALSE,None,,Overcast,None,1,1,Small,Unknown,ID BY SMITHSONIAN. BIRD STUCK IN WINDSHIELD WIPER.,,,1
2011-06-15,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,European starling,N,,TRUE,FALSE,6,2011,Day,07:05,10,0,,Landing Roll,FALSE,None,,No Cloud,None,1,1,Small,Yes,PILOT REPTD NO DMG TO A/C.,,,1
2011-07-19,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,N,,FALSE,FALSE,7,2011,Day,12:35,28,0,,Landing Roll,FALSE,,,No Cloud,,,1,,Unknown,PILOT REPORTED A BIRDSTRIKE DURING LANDING TO LEFT FRONT OF A/C. POST FLT INSPN FOUND NO DMG. OPERATIONS INSPECTED RWY 28 AND FUND NOTHING. PILTO REPTD NO DMG. (DATA ENTRY NOTE: AIRLINE CONFIRMED THAT PILOT REPTD A STRIKE),,,1
2011-07-08,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn swallow,,,TRUE,FALSE,7,2011,,,28,,,,FALSE,,,,,,1,Small,Unknown,REMVD SINGLE BARN SWALLOW REMAINS FROM RWY 28 DURING MORNING INSPN. 0735 AM DAY.,,,0
2011-07-19,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Mourning dove,,,TRUE,FALSE,7,2011,,,26L,,,,FALSE,,,,,,1,Small,Unknown,0708 AM.,,,0
2011-07-12,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,European starling,N,,TRUE,FALSE,7,2011,Day,12:05,26R,,,Approach,FALSE,,,Some Cloud,None,1,1,Small,Yes,"PILOT REPTD NO DMG TO A/C. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",,,1
2011-08-25,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Black vulture,S,,TRUE,TRUE,8,2011,Day,17:45,9L,2000,,Climb,TRUE,Precautionary Landing,,Some Cloud,None,1,1,Large,Yes,"ID BY SMITHSONIAN.A 6X3 HOLE (ASSUME INCHES) ON LEADING EDGE LEFT WING. SOME DEBRIS IN #1 ENG. FAN BLADES DAMAGED, REPLACED FULL SET.",,,4
2011-08-12,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Mourning dove,,,TRUE,FALSE,8,2011,,,10,,,,FALSE,,,,,,2-10,Small,Unknown,OPS OBSERVED AND REMVD THREE DECEASED MOURNING DOVES FROM RWY 10 AT SG6 INTXN. 2030 PM.,,,0
2011-08-25,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Rock pigeon,,,TRUE,FALSE,8,2011,,,8R,,,,FALSE,,,,,,1,Small,Unknown,OPS RESPONDED AND REMVD TWO DECEASED PIGEONS FROM RWY 8R APPROX 3000 FT FROM APRCH END. 0945 AM DAY.,,,0
2011-08-16,KATL ,AWE,(AWE) US AIRWAYS,A-320,Unknown bird - small,N,,FALSE,FALSE,8,2011,Day,19:25,9R,600,140,Approach,FALSE,None,,No Cloud,None,1,1,Small,No,BLOOD MARK ON NOSE. NO DMG. SHORT FINAL.,,,1
2011-08-28,KATL ,DAL,(DAL) DELTA AIR LINES,A-330,Killdeer,N,,TRUE,FALSE,8,2011,Dawn,06:45,26R,0,,Landing Roll,FALSE,,,No Cloud,None,1,1,Small,Yes,,,,1
2011-08-25,KATL ,AAL,(AAL) AMERICAN AIRLINES,B-737-800,Unknown bird - medium,N,,FALSE,FALSE,8,2011,Day,16:06,9L,0,130,Take-off Run,FALSE,None,,Some Cloud,None,2-10,2-10,Medium,No,,,,1
2011-09-29,KATL ,EGF,(EGF) AMERICAN EAGLE AIRLINES,CRJ700,Mourning dove,N,,TRUE,FALSE,9,2011,Day,15:25,28,0,,Landing Roll,FALSE,None,,No Cloud,None,2-10,1,Small,Yes,NO DMG. A/C TAKEN OUT OF SERVICE FOR THOROUGH INSPN.,,,1
2011-09-01,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,9,2011,,,10/28,,,,FALSE,,,,,,2-10,Small,Unknown,REMVD DURING DAILY AIRFLD INSPN. 800 AM.,,,0
2011-09-13,KATL ,TRS,(TRS) AIRTRAN AIRWAYS,B-717-200,Unknown bird - medium,N,,FALSE,FALSE,9,2011,Day,08:50,26R,3500,210,Approach,FALSE,None,,No Cloud,None,,1,Medium,Yes,ATIS WARNING. TURNING 10NM FINAL FOR RWY 26R.,,,1
2011-09-24,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Common nighthawk,,,TRUE,FALSE,9,2011,,,27R,,,,FALSE,,,,,,1,Small,Unknown,REMVD DECEASED HAWK FROM RWY 27R THAT POSSIBLY STRUCK AN UNKNOWN A/C. ATCT HAD NO REPT. 0805 AM DAY.,,,0
2011-09-30,KATL ,FFT,(FFT) FRONTIER AIRLINES,A-318,Unknown bird - small,,,FALSE,FALSE,9,2011,Night,23:16,26R,50,140,Approach,FALSE,None,,No Cloud,None,,1,Small,No,,,,0
2011-09-30,KATL ,FLG*,(FLG*) PINNACLE,CRJ900,Unknown bird - small,N,,FALSE,FALSE,9,2011,Day,07:56,26R,1675,180,Approach,FALSE,None,,No Cloud,None,1,1,Small,No,"POINT OF IMPACT WAS CENTER OF CAPT WINDSHIELD. POSTION WAS ONE MILE PRIOR TO AJAAY (26R MARKER). OTHER THAN BIRD REMAINS, NO DMG NOTICED ON A/C.",,,1
2011-09-05,KATL ,TRS,(TRS) AIRTRAN AIRWAYS,B-737-700,Unknown bird - small,N,,FALSE,FALSE,9,2011,Day,18:20,8R,,,Climb,FALSE,Precautionary Landing,,Overcast,Rain,,1,Small,Yes,BIRDSTRIKE AFTER DEPARTING FROM RWY 8R. A/C RETURNED SAFELY TO ARPT. NO VISIBLE DMG. CREW BELIEVES BIRD STRUCK RADOME OF A/C WITH NO DMG.,,,1
2011-09-10,KATL ,DAL,(DAL) DELTA AIR LINES,B-767-300,Black vulture,S,,TRUE,TRUE,9,2011,Day,11:30,26L,1500,,Climb,TRUE,Precautionary Landing,,No Cloud,None,2-10,1,Large,Yes,ID BY SMITHSONIAN. REMAINS SENT TO SI FOR ID. PILOT STATED LARGE BLACK BIRDS WERE CIRCLING IN AREA OF STRIKE.,,,4
2011-09-11,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Unknown bird - small,N,,FALSE,FALSE,9,2011,Night,20:30,27L,0,,Landing Roll,FALSE,None,,Some Cloud,None,,1,Small,Yes,NO DMG TO A/C. RWY 27L INSPECTED AND NO REMAINS FOUND.,,,1
2011-09-23,KATL ,DAL,(DAL) DELTA AIR LINES,A-330,Unknown bird - large,N,,FALSE,FALSE,9,2011,Night,22:48,26L,1000,,Climb,FALSE,None,,No Cloud,None,1,1,Large,No,,,,1
2011-09-25,KATL ,AWE,(AWE) US AIRWAYS,EMB-190,Unknown bird - small,N,,FALSE,FALSE,9,2011,Day,13:03,9L,900,170,Climb,FALSE,None,,Some Cloud,None,1,1,Small,No,BIRD SEEN PASSING A/C LEFT ON CLIMBOUT. LIGHT THUMP HEARD. LOCATION REPTD AS 2NM KATL.,,,1
2011-09-29,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Unknown bird,N,,FALSE,FALSE,9,2011,Day,16:30,26R,4000,210,Approach,FALSE,None,,No Cloud,None,1,1,,Unknown,LOCATION REPTD AS 15NM NE KATL. ABOVE R1 WINDOW.,,,1
2011-10-05,KATL ,NHK,(NHK) FAA,BE-300 KING,Unknown bird - small,N,,TRUE,FALSE,10,2011,Night,02:30,,2500,160,Approach,FALSE,None,,No Cloud,None,1,1,Small,Unknown,"A/C WA HOLDING OVER ATLANTA FLIGHT CHECKING RWY 27L WHEN THE STRIKE OCCURRED. CONTD HOLDING AND LANDED ABUT 30 MINUTES LATER AT FTY AND REPTD STRIKE WHEN ON THE GROUND. (DATA ENTRY NOTE: REMAINS CHECKED AS BEING COLLECTED AND SENT, BUT NO ID WAS PROVIDED)",,,1
2011-10-14,KATL ,AWE,(AWE) US AIRWAYS,A-320,Unknown bird - small,N,,FALSE,FALSE,10,2011,Dawn,06:35,26L,200,180,Climb,FALSE,None,,No Cloud,None,,1,Small,Yes,ATIS POSSIBLE BIRDS IN VICINITY OF ARPT,,,1
2011-10-14,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,,,FALSE,FALSE,10,2011,Night,20:04,28,600,,Approach,FALSE,None,,No Cloud,None,,1,,Yes,"STRIKE INFO PASSED DOWN FROM ATCT, NOT IN A TIMELY MANNER. ON SCENE DELTA MX NOT AVAILABLE FOR ADDT'L INO AND A/C WAS IN BOARDING PROCESS.",,,0
2011-10-07,KATL ,DAL,(DAL) DELTA AIR LINES,B-737-800,Unknown bird - small,N,,FALSE,FALSE,10,2011,Day,16:07,8L,1900,150,Approach,FALSE,None,,No Cloud,None,,1,Small,Yes,NO DMG TO A/C. NO REMAINS FOUND ON A/C ONLY AN IMPACT MARK ON WINDSHIELD LT SIDE.,,,1
2011-10-20,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,N,,FALSE,FALSE,10,2011,Night,21:46,26L,,,Climb,FALSE,None,,Some Cloud,None,,1,,Yes,PILOT REPTD STRIKING A BIRD SHORTLY AFTER T/O AS EVID BY BLOOD SMEAR ON WINDSHIELD.,,,1
2011-10-23,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,Coyote,N,,TRUE,FALSE,10,2011,Night,19:50,28,0,,Landing Roll,FALSE,None,,Some Cloud,None,,1,Large,Yes,A/C HIT COYOTE WITH LT MAIN GEAR ON RWY AT 7000 FT REM MARKER. A/C INSPECTED BY MX. NO DMG FOUND.,,,1
2011-10-25,KATL ,DAL,(DAL) DELTA AIR LINES,DC-9-50,European starling,N,,TRUE,FALSE,10,2011,Day,08:25,10,15,,Approach,FALSE,None,,No Cloud,None,2-10,1,Small,Unknown,,,,1
2011-10-26,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,Mourning dove,N,,TRUE,FALSE,10,2011,Day,07:25,26R,0,,Landing Roll,FALSE,,,No Cloud,None,1,1,Small,Yes,"PILOT REPTD NO DMG TO A/C. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN. (BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION)",,,1
2011-11-25,KATL ,NMI,(NMI) PACIFIC WINGS,C-208,Unknown bird - small,N,,TRUE,FALSE,11,2011,Day,09:05,9R,100,145,Approach,FALSE,None,,No Cloud,None,2-10,2-10,Small,No,ON APCH ABOUT 1000' FROM END OF RWY 9R. PIC COLLECTED 1 BIRD FROM INSIDE FRONT COWLING WHERE OIL COOLER IS HOUSED. ONE FEATHER REMOVED FROM PROP AND SOME BLOOD SPLATTER FOUND ON PILOT'S SIDE WINDSCREEN AND PILOT SIDE WING ROOT. BIRD NOT IDENTIFIED.,,,1
2011-11-05,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern meadowlark,,,TRUE,FALSE,11,2011,,,8R,,,,FALSE,,,,,,1,Small,Unknown,FOUND DURING DAILY INSPN OF 8R/26L FOUND AT 7500 FT FROM APRCH END OF 8R. 0754 AM DAY.,,,0
2011-11-13,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,11,2011,,,28,,,,FALSE,,,,,,11-100,Small,Unknown,OPS REMVD 31 DECEASED STARLINGS FROM APRCH END OF RWY 28. 0840 AM DAY.,,,0
2011-11-01,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,Red-tailed hawk,N,,TRUE,FALSE,11,2011,Day,13:55,8L,1500,,Approach,FALSE,None,,No Cloud,None,1,1,Medium,Yes,HAWK STRUCK LT MAIN GEAR OF A/C BECOMING LODGED UNTIL AFTER LANDING. SHELE FIX.,,,1
2011-11-22,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,11,2011,,,10,,,,FALSE,,,,,,1,Small,Unknown,FOUND ON THE NUMBERS AT APRCH END  RWY 10 DURING MORNING PART 139 AIRFLD INSPN. DAWN.,,,0
2011-11-02,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Killdeer,N,,TRUE,FALSE,11,2011,Day,09:55,10,0,,Landing Roll,FALSE,None,,No Cloud,None,,1,Small,Unknown,NO DMG REPTD.,,,1
2011-11-05,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird - small,N,,FALSE,FALSE,11,2011,Day,08:45,8L,1800,140,Approach,FALSE,None,,No Cloud,None,2-10,2-10,Small,Yes,FLYING INTO SUN MADE IT DIFFICULT TO SEE BIRDS BEFORE IMPACT.,,,1
2011-11-28,KATL ,1ASQ,(1ASQ) ATLANTIC SOUTHEAST,CRJ100/200,Unknown bird - small,N,,FALSE,FALSE,11,2011,Day,12:45,27L,,,Approach,FALSE,None,,Overcast,Rain,,1,Small,Yes,STRUCK A BIRD OVER RWY 27L APRCH LIGHTS ON FINAL. BLOOD SMEAR VISIBLE UNDER F/O WINDOW AND PHOTO TAKEN. NO DMG.,,,1
2011-12-21,KATL ,KLM,(KLM) KLM ROYAL DUTCH AIRLINES,B-777-200,Unknown bird,M,,FALSE,FALSE,12,2011,,,,,,Approach,FALSE,None,,,,,1,,Unknown,"MINOR FAN BLADE DMG. STRIKE NOT REPTD TO ARPT OPS. NO REMAINS COLLECTED. # STRUCK NOT REPTD, ASSUME 1.",,,2
2011-12-21,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird - small,N,,TRUE,FALSE,12,2011,Day,16:49,28,0,,Landing Roll,FALSE,None,,Overcast,None,,1,Small,Yes,REMAINS OF A SMALL BIRD (POSSIBLE AMER PIPIT) FOUND ON RWY DURING INSPN. NO DMG TO A/C.,,,1
2011-12-07,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-300,Rock pigeon,,,TRUE,FALSE,12,2011,Day,16:30,28,0,,Landing Roll,FALSE,,,Some Cloud,None,,1,Small,Unknown,REPTD STRIKING A BIRD ON RWY 28 DURING L/R.OPS INSPECTED RWY 28 AND RECVRD ONE PIGEON JUST E OF TWY SG-12.,,,0
2012-01-04,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird - small,N,,FALSE,FALSE,1,2012,Day,15:47,28,100,,Climb,FALSE,None,,No Cloud,None,11-100,1,Small,Yes,RWY WAS INSPECTED BEFORE NEXT DEPARTURE. NO REMAINS FOUND. SEVERAL BIRD SPECIES SEEN ALONG RWY. ON T/O WE HIT 1 OF A LARGE FLOCK OF BIRDS AT ABOUT 100' ON THE LOWER NOSE AREA. ALL A/C INDICATIONS NORMAL. FLT CONTD TO RDU. INPNS FOUND ONLY BLOOD ON LWR RT NOSE AREA.,,,1
2012-01-14,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Red-winged blackbird,,,TRUE,TRUE,1,2012,,,27R,,,,FALSE,,,,,,1,Small,Unknown,ID BY SMITHSONIAN. FOUND NEAR TWY M14. RWY 27R IS PRIMARILY A DEPARTURE RWY. 0720 AM DAWN.,,,0
2012-01-31,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,1,2012,,,28,,,,FALSE,,,,,,2-10,Small,Unknown,REMVD REMAINS OF AT LEAST THREE STARLINGS FROM RWY 28 DURING MORNING INSPN. APPEARED FRESH. NO STRIKE REPTD. 0730 AM DAWN.,,,0
2012-01-10,KATL ,DAL,(DAL) DELTA AIR LINES,B-737-800,Unknown bird - small,N,,FALSE,FALSE,1,2012,Night,19:00,1R,0,100,Take-off Run,FALSE,None,,No Cloud,None,2-10,2-10,Small,No,CAPT'S FORWARD L1 WINDOW. NO DMG TO WINDOW OBSERVED. ALL ENG INDICATIONS NORMAL.,,,1
2012-01-18,KATL ,DAL,(DAL) DELTA AIR LINES,A-319,Unknown bird - small,N,,FALSE,FALSE,1,2012,Night,22:32,,30,,Approach,FALSE,None,,No Cloud,None,2-10,2-10,Small,No,,,,1
2012-01-27,KATL ,DAL,(DAL) DELTA AIR LINES,A-330,Unknown bird - small,N,,FALSE,FALSE,1,2012,Night,19:45,26R,2000,,Approach,FALSE,None,,No Cloud,None,1,2-10,Small,Yes,VISUAL APRCH RWY 26R WE RECVD A REPORT FROM ATC OF GEESE OR BIRDS AT 1000 FT. WE WERE ON THE LOOKOUT FOR BIRDS BUT ONLY SAW ONE GULL ABOVE AND TO THE LEFT OF A/C AS WE PASSED THROUGH 500 FT AGL. EVID OF NUMEROUS STRIKES ON A/C.,,,1
2011-11-10,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,S,,FALSE,FALSE,11,2011,,,,,,Climb,TRUE,Engine Shutdown,,,,,1,,Unknown,"PREC LDG, FAN BLADE FRACTURE BEING ATTRITUBED TO BIRD INGESTION. HEAVY FAN INLET AND CORE COWL DAMAGE. EXTENSIVE DMG TO ALL (34) FAN BLADES. SIGNIFICANT SECONDARY DMG. ACCESSORY DRIVE ""BULLET"" LIBERATED, SEVERED BOTH R & L SID ANTI-ICE VALVE TUBES JUST ABOVE THE A/I VALVE. A/C OUT OF SERVICE UNTIL NOV 13. EXACT TIME OUT OF SERVICE ESTIMATED.",,,4
